,verbatim_id,stakeholder,questions,responses,disease
1167,835,yn_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",That I had to just face the reality of the situation,Prostate Cancer
1233,886,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",The distance from the doctor since I would need to see him often and needed his expertise to get well.,Prostate Cancer
1234,886,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",The distance from the doctor since I would need to see him often and needed his expertise to get well.,Prostate Cancer
1287,932,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",Getting my prescription soon and having a pharmacy close bty,Prostate Cancer
1288,932,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",Getting my prescription soon and having a pharmacy close bty,Prostate Cancer
1289,932,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",Getting my prescription soon and having a pharmacy close bty,Prostate Cancer
1439,1026,yn_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish I had as much time as possible.,Prostate Cancer
1440,1026,yn_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish I had as much time as possible.,Prostate Cancer
1457,1034,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?","I had all the necessary time I needed, and it did not take long.",Prostate Cancer
1458,1034,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?","I had all the necessary time I needed, and it did not take long.",Prostate Cancer
1459,1034,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?","I had all the necessary time I needed, and it did not take long.",Prostate Cancer
1460,1034,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?","I had all the necessary time I needed, and it did not take long.",Prostate Cancer
1486,1054,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",A week so that I can do my own research to make an educated decision.,Prostate Cancer
1549,1093,yn_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",At least a day to gather my thoughts,Prostate Cancer
1550,1093,yn_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",At least a day to gather my thoughts,Prostate Cancer
1562,1103,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?","Whatever is convenient and does the job, doctor is an expert in the field.",Prostate Cancer
1638,1142,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",A while so I can research it so I can feel good about it,Prostate Cancer
1647,1147,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",The first consultation I was in a desperate state.,Prostate Cancer
1661,1156,yn_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I had to think about the decision for a couple weeks and then get back to the doctor,Prostate Cancer
1662,1156,yn_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I had to think about the decision for a couple weeks and then get back to the doctor,Prostate Cancer
1750,1207,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",The amout of time was very short and I did not spend very much time to decide.,Prostate Cancer
1775,1222,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",Didn't take long to consider. Had enough time to do what I had to.,Prostate Cancer
1776,1222,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",Didn't take long to consider. Had enough time to do what I had to.,Prostate Cancer
1777,1222,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",Didn't take long to consider. Had enough time to do what I had to.,Prostate Cancer
1778,1222,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",Didn't take long to consider. Had enough time to do what I had to.,Prostate Cancer
1830,1253,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish I had enough time to make sure it is going to be affect it ve,Prostate Cancer
1831,1253,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish I had enough time to make sure it is going to be affect it ve,Prostate Cancer
4,2,yn,Describe your experience of being diagnosed or told your disease had progressed.,"II did not know what the dry itchy patches were, but I was thinking it was an allergic reaction to something since I have allergies.",Psoriasis
12,10,yn,Describe your experience of being diagnosed or told your disease had progressed.,I was experiencing painful flashes and dry skin. I went to the dermatologist and was diagnosed,Psoriasis
13,10,yn,Describe your experience of being diagnosed or told your disease had progressed.,I was experiencing painful flashes and dry skin. I went to the dermatologist and was diagnosed,Psoriasis
54,37,yn,Describe your experience of being diagnosed or told your disease had progressed.,When I was diagnosed I wasn't sure what I had but I was given a prescription,Psoriasis
66,45,yn,Describe your experience of being diagnosed or told your disease had progressed.,this was a surprise. iu wasnt expecting this at all...,Psoriasis
83,59,yn,Describe your experience of being diagnosed or told your disease had progressed.,I had to come to terms with it and make life style change,Psoriasis
112,83,yn,Describe your experience of being diagnosed or told your disease had progressed.,A very difficult disease to deal with.....I'ts brought on by excessive stress,Psoriasis
113,83,yn,Describe your experience of being diagnosed or told your disease had progressed.,A very difficult disease to deal with.....I'ts brought on by excessive stress,Psoriasis
129,96,yn,Describe your experience of being diagnosed or told your disease had progressed.,"WAS NOT SURE WHAT TO EXPECT WITH THE MEDICATION,BUT MY DOCTOR ASSURED ME THAT IT WAS OK TO USE.",Psoriasis
131,97,yn,Describe your experience of being diagnosed or told your disease had progressed.,I had no idea how or where to buy these creams that the doctor prescribed me.,Psoriasis
132,97,yn,Describe your experience of being diagnosed or told your disease had progressed.,I had no idea how or where to buy these creams that the doctor prescribed me.,Psoriasis
147,105,yn,Describe your experience of being diagnosed or told your disease had progressed.,I was ashamed and embarrassed and very unsure of myself. I didn't want to go alone,Psoriasis
155,110,yn_pr,Describe your experience of being diagnosed or told your disease had progressed.,Very unpleasant and very concerned about the treatment,Psoriasis
299,208,yn,Describe your experience of being diagnosed or told your disease had progressed.,"Overwhelmed, stressed out. At the time i wasnt ready nor looking forward to changing my daily routine, the thought of side effects had me anxious and the added cost to my bundgeting brought morr stress to my life",Psoriasis
300,208,yn,Describe your experience of being diagnosed or told your disease had progressed.,"Overwhelmed, stressed out. At the time i wasnt ready nor looking forward to changing my daily routine, the thought of side effects had me anxious and the added cost to my bundgeting brought morr stress to my life",Psoriasis
340,235,yn_pr,Describe your experience of being diagnosed or told your disease had progressed.,It was scary and I didn't know what the future held for me,Psoriasis
345,239,yn,Describe your experience of being diagnosed or told your disease had progressed.,I din't think it was going to be as bad as it got. I thought a little medication would clear it up - then it just exploded all over from the original spot on my scalp.,Psoriasis
481,323,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",There is a medication that has helped other people with the same diagnosis,Psoriasis
494,331,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Not liking the appearance of the disease,Psoriasis
528,358,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",That I have resources available to treat my disease,Psoriasis
535,366,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",all of them. they are all good,Psoriasis
556,380,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Just being honest with my self on my new life style change,Psoriasis
591,404,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Acknowledgement that I had the disease,Psoriasis
609,417,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ","HOW MILD OR SEVERE THE SIDE EFFECTS WERE. MY DOCTOR ASSURED ME THEY WERE MILD,",Psoriasis
610,417,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ","HOW MILD OR SEVERE THE SIDE EFFECTS WERE. MY DOCTOR ASSURED ME THEY WERE MILD,",Psoriasis
611,418,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Being able to afford these medications that I was prescribed,Psoriasis
626,431,yn_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Managing stress and preventing desperation,Psoriasis
764,529,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",That their is treatments avalible and i wouldn't have to suffer completely by this diese,Psoriasis
797,556,yn_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",The most important factor was getting myself in the best shape possible for me,Psoriasis
798,556,yn_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",The most important factor was getting myself in the best shape possible for me,Psoriasis
803,560,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Having the support of professionals who know how to treat the problem.,Psoriasis
919,644,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",Being able to talk with someone that had knowledge of the disease and could relate to me on a heart-to-heart level as well as giving me the info. that I needed.,Psoriasis
920,644,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",Being able to talk with someone that had knowledge of the disease and could relate to me on a heart-to-heart level as well as giving me the info. that I needed.,Psoriasis
932,652,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",To make sure I am being heard and understood,Psoriasis
965,679,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",I like having the doctor and pharmacy located near me so it's easy to get to,Psoriasis
980,687,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",this wasnt what i was expecting but this is also good i think.,Psoriasis
1001,701,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",Finding some one to talk to has been the most beneficial,Psoriasis
1029,725,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",Don't expect others to perform magic and come up with a solution,Psoriasis
1030,725,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",Don't expect others to perform magic and come up with a solution,Psoriasis
1031,725,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",Don't expect others to perform magic and come up with a solution,Psoriasis
1047,738,yn,"Of these factors, which was most important to feeling prepared, and why?Â ","HAVING MY HUSBAND BY MY SIDE, ENCOURAGING ME THAT EVERYTHING WILL BE OK.",Psoriasis
1055,747,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",Understanding the medication and how it was going zo work for me,Psoriasis
1059,752,yn_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",How well I understand my options,Psoriasis
1185,850,yn,"Of these factors, which was most important to feeling prepared, and why?Â ","If my insurance covered some or all of the meds, i was already living paycheck to paycheck so the thought of adding another expense to my life was stressful",Psoriasis
1220,877,yn_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",Acceptance so I could just move forward and be optimistic,Psoriasis
1225,881,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",Insurance coverage ... some drugs can be extremely expensive,Psoriasis
1351,973,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",A thorough amount of time is required,Psoriasis
1352,973,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",A thorough amount of time is required,Psoriasis
1393,1000,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I guess I would say at least a few days but no more then a week before accepting it,Psoriasis
1395,1000,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I guess I would say at least a few days but no more then a week before accepting it,Psoriasis
1407,1008,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",i spend very much time on this si i can get this right for me.,Psoriasis
1408,1008,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",i spend very much time on this si i can get this right for me.,Psoriasis
1409,1008,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",i spend very much time on this si i can get this right for me.,Psoriasis
1429,1022,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish I had at least 3 more months to prepare,Psoriasis
1430,1022,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish I had at least 3 more months to prepare,Psoriasis
1477,1046,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",My doctor carries their own prescription in his office,Psoriasis
1478,1046,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",My doctor carries their own prescription in his office,Psoriasis
1497,1059,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?","I LISTENED TO THEM FIRST, AND CAREFULLY TOOK THEIR ADVICE,BUT NOT WITHOUT ASKING MY HUSBAND FIRST.",Psoriasis
1498,1059,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?","I LISTENED TO THEM FIRST, AND CAREFULLY TOOK THEIR ADVICE,BUT NOT WITHOUT ASKING MY HUSBAND FIRST.",Psoriasis
1499,1060,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?","More time, not just a few minutes",Psoriasis
1510,1068,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I just wish zhere was an alternative that actually worked that I wouldn't have zo take a prescription for,Psoriasis
1518,1073,yn_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",A week to evaluate possible alternatives,Psoriasis
1684,1171,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",Atleast 24 to 48 hours to think about and independently research the medication,Psoriasis
1734,1198,yn_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I am just prolonging the inevitable by putting things off and procrastinating,Psoriasis
1736,1198,yn_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I am just prolonging the inevitable by putting things off and procrastinating,Psoriasis
1737,1198,yn_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I am just prolonging the inevitable by putting things off and procrastinating,Psoriasis
30,21,yn,Describe your experience of being diagnosed or told your disease had progressed.,It was so scary! I didn't know what to expect going forward,IBD
84,60,yn,Describe your experience of being diagnosed or told your disease had progressed.,It was intense because I was unsure on what to do,IBD
85,60,yn,Describe your experience of being diagnosed or told your disease had progressed.,It was intense because I was unsure on what to do,IBD
86,61,yn,Describe your experience of being diagnosed or told your disease had progressed.,I assume a lot the doctor's push prescriptions for personal benefits rather than patient health,IBD
90,65,yn_pr,Describe your experience of being diagnosed or told your disease had progressed.,It was a tough time all around.,IBD
108,78,yn_pr,Describe your experience of being diagnosed or told your disease had progressed.,It was a big surprise and i am preparing to live life to the fullest,IBD
133,98,yn,Describe your experience of being diagnosed or told your disease had progressed.,A domino pain floating hard to the restroom at times other times slowly.,IBD
134,98,yn,Describe your experience of being diagnosed or told your disease had progressed.,A domino pain floating hard to the restroom at times other times slowly.,IBD
142,103,yn,Describe your experience of being diagnosed or told your disease had progressed.,"I was young, and didn't take the disease as seriously as i should've",IBD
143,103,yn,Describe your experience of being diagnosed or told your disease had progressed.,"I was young, and didn't take the disease as seriously as i should've",IBD
144,103,yn,Describe your experience of being diagnosed or told your disease had progressed.,"I was young, and didn't take the disease as seriously as i should've",IBD
162,115,yn,Describe your experience of being diagnosed or told your disease had progressed.,I didn't want to take prescription drugs cause there was medical marijuana in my state at the time. I lived in Michigan back then.,IBD
168,120,yn,Describe your experience of being diagnosed or told your disease had progressed.,I was extremely sad and I had no one so i did not know what to do do or how to go about it. I felt lonely and i was locked in a corner,IBD
169,121,yn_pr,Describe your experience of being diagnosed or told your disease had progressed.,they has went over with all the signs and symptoms that had changed as was preparing me for whats to come because it has gotten worse over the last few months,IBD
172,123,yn,Describe your experience of being diagnosed or told your disease had progressed.,I felt very overwhelmed in the beginning mainly due to having to fight with the medical system so hard just to get a diagnosis. But Im fine with it now and have been able to mamage my disease great with diet and life style changes,IBD
173,123,yn,Describe your experience of being diagnosed or told your disease had progressed.,I felt very overwhelmed in the beginning mainly due to having to fight with the medical system so hard just to get a diagnosis. But Im fine with it now and have been able to mamage my disease great with diet and life style changes,IBD
174,124,yn,Describe your experience of being diagnosed or told your disease had progressed.,It was hard to imagine Iâ€™d have to really change my life possibly permanently I just am not ready for that.,IBD
175,124,yn,Describe your experience of being diagnosed or told your disease had progressed.,It was hard to imagine Iâ€™d have to really change my life possibly permanently I just am not ready for that.,IBD
185,129,yn,Describe your experience of being diagnosed or told your disease had progressed.,It was very scary be told about my disease and it took me a long to accept it,IBD
190,132,yn_pr,Describe your experience of being diagnosed or told your disease had progressed.,I had to take Humira shots and I dont like taking shots.,IBD
195,135,yn,Describe your experience of being diagnosed or told your disease had progressed.,My sister had previously been diagnosed so I knew what to expect. However I don't tolerate medicine well.,IBD
196,135,yn,Describe your experience of being diagnosed or told your disease had progressed.,My sister had previously been diagnosed so I knew what to expect. However I don't tolerate medicine well.,IBD
200,138,yn,Describe your experience of being diagnosed or told your disease had progressed.,I felt like I knew it was coming but I didn't feel ready for the treatment.,IBD
201,138,yn,Describe your experience of being diagnosed or told your disease had progressed.,I felt like I knew it was coming but I didn't feel ready for the treatment.,IBD
208,144,yn_pr,Describe your experience of being diagnosed or told your disease had progressed.,The area has not gotten any bigger or smaller over a period of time. The doctor feels MAJOR Surgery could be in order. Having to wear a bag is NOT what I want,IBD
214,152,yn,Describe your experience of being diagnosed or told your disease had progressed.,I was terrified but seeking medically attention was the best thing for me,IBD
226,161,yn,Describe your experience of being diagnosed or told your disease had progressed.,I knew something was wrong but had no idea what it was. I had cancer in the past and was scared. Then when I found out I had no idea what might be involved in treatment,IBD
227,161,yn,Describe your experience of being diagnosed or told your disease had progressed.,I knew something was wrong but had no idea what it was. I had cancer in the past and was scared. Then when I found out I had no idea what might be involved in treatment,IBD
228,161,yn,Describe your experience of being diagnosed or told your disease had progressed.,I knew something was wrong but had no idea what it was. I had cancer in the past and was scared. Then when I found out I had no idea what might be involved in treatment,IBD
238,167,yn_pr,Describe your experience of being diagnosed or told your disease had progressed.,I was heart broken I didn't know what was going on,IBD
251,176,yn,Describe your experience of being diagnosed or told your disease had progressed.,I wasnt expecting the diagnosis and felt shaken. I have a heard time dealing with the healthcare system as it is.,IBD
254,177,yn,Describe your experience of being diagnosed or told your disease had progressed.,Very scary. Didnâ€™t know how to move forward,IBD
260,181,yn,Describe your experience of being diagnosed or told your disease had progressed.,"When I was diagnosed with Chron's Disease I was devastated. First, my Doctor put me on pills and now I am preparing for more treatment. If I don't get better with the steroids, I will need surgery. It cannot be cured.",IBD
261,181,yn,Describe your experience of being diagnosed or told your disease had progressed.,"When I was diagnosed with Chron's Disease I was devastated. First, my Doctor put me on pills and now I am preparing for more treatment. If I don't get better with the steroids, I will need surgery. It cannot be cured.",IBD
270,189,yn,Describe your experience of being diagnosed or told your disease had progressed.,It was very scary to be honest,IBD
271,189,yn,Describe your experience of being diagnosed or told your disease had progressed.,It was very scary to be honest,IBD
272,190,yn,Describe your experience of being diagnosed or told your disease had progressed.,Colonoscopy prep procedure is horrible. Had a colonoscopy and was diagnosed. Prescribed anti-inflammatory and diet change.,IBD
275,192,yn,Describe your experience of being diagnosed or told your disease had progressed.,I just was in denial and trying to pot off or get second opinions. Also kept to myself,IBD
293,202,yn_pr,Describe your experience of being diagnosed or told your disease had progressed.,it was a feeling of defeat and it was disappointing,IBD
294,203,yn,Describe your experience of being diagnosed or told your disease had progressed.,I was young when I was first diagnosed. I was 19. I had just had a baby and was had a colonoscopy that told me I had ulcerative colitis and was given Asacol and the pills were huge and had side effects so I took it for a week and eventually just stopped taking it,IBD
320,221,yn,Describe your experience of being diagnosed or told your disease had progressed.,It was terrible didn't want to even know,IBD
321,221,yn,Describe your experience of being diagnosed or told your disease had progressed.,It was terrible didn't want to even know,IBD
420,284,yn_pr,Describe your experience of being diagnosed or told your disease had progressed.,Just made it more real when he spoke at a prescription. I know it was getting worse but sometimes I accept,IBD
474,317,yn,Describe your experience of being diagnosed or told your disease had progressed.,I was unfamiliar with the disease and felt un prepared. So I did research on the disease so I knew what to expect.,IBD
475,317,yn,Describe your experience of being diagnosed or told your disease had progressed.,I was unfamiliar with the disease and felt un prepared. So I did research on the disease so I knew what to expect.,IBD
476,317,yn,Describe your experience of being diagnosed or told your disease had progressed.,I was unfamiliar with the disease and felt un prepared. So I did research on the disease so I knew what to expect.,IBD
509,342,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",costs for meds and how it would affect my life at home,IBD
510,342,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",costs for meds and how it would affect my life at home,IBD
